class,uniprot_id,description,len,dataset
positive,A0A1C5X4T5,A0A1C5X4T5_9FIRM Thermostable beta-glucosidase B OS=uncultured Coprococcus sp OX=458253 GN=bglB_3 PE=3 SV=1,756,train
positive,Q8GEB2,Q8GEB2_THEFI Beta-glucosidase OS=Thermus filiformis OX=276 PE=3 SV=1,431,train
negative,A0A2E0WZZ8,A0A2E0WZZ8_9PLAN beta-glucosidase OS=Planctomycetaceae bacterium OX=2026779 GN=CMJ58_06785 PE=3 SV=1,704,train
negative,A0A318I3H4,A0A318I3H4_9BACT beta-glucosidase OS=Hoylesella shahii DSM 15611 = JCM 12083 OX=1122991 GN=EJ73_01345 PE=4 SV=1,760,train
positive,I7MIP4,I7MIP4_TETTS beta-glucosidase OS=Tetrahymena thermophila (strain SB210) OX=312017 GN=TTHERM_00521950 PE=4 SV=2,746,train
negative,E2NGQ9,E2NGQ9_9BACE beta-glucosidase OS=Bacteroides cellulosilyticus DSM 14838 OX=537012 GN=BACCELL_03484 PE=3 SV=1,748,train
positive,A0A543IYZ5,A0A543IYZ5_9ACTN Beta-glucosidase OS=Thermopolyspora flexuosa OX=103836 GN=FHX40_2518 PE=3 SV=1,478,train
negative,A0A259SD82,A0A259SD82_9MICO beta-glucosidase OS=Microbacterium sp. 13-71-7 OX=1970399 GN=B7X32_11965 PE=4 SV=1,593,train
negative,A0A140N831,A0A140N831_ECOBD beta-glucosidase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1526 PE=3 SV=1,765,train
negative,A0A7C9EVN9,A0A7C9EVN9_OPUST Beta-glucosidase OS=Opuntia streptacantha OX=393608 PE=3 SV=1,411,train
negative,A0A5D9A0E6,A0A5D9A0E6_9FLAO beta-glucosidase OS=Chryseobacterium panacisoli OX=1807141 GN=bglX PE=3 SV=1,775,train
negative,A0A178FM37,A0A178FM37_TRIVO Probable beta-glucosidase btgE OS=Trichophyton violaceum OX=34388 GN=A7D00_2961 PE=4 SV=1,546,train
positive,A0A6N3I559,A0A6N3I559_9FIRM Thermostable beta-glucosidase B OS=Hungatella hathewayi OX=154046 GN=bglB_2 PE=3 SV=1,783,train
positive,M8CQP7,M8CQP7_THETY Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase OS=Thermoanaerobacter thermohydrosulfuricus WC1 OX=1198630 GN=TthWC1_0924 PE=3 SV=1,464,train
negative,A0A4Q5TA00,A0A4Q5TA00_9BACT beta-glucosidase OS=Chitinophagaceae bacterium OX=1869212 GN=bglX PE=3 SV=1,761,train
negative,A0A658IKZ3,A0A658IKZ3_SALNE beta-glucosidase OS=Salmonella enterica subsp. enterica serovar Newport str. CFSAN000835 OX=1299174 GN=bglX PE=3 SV=1,765,train
negative,A0A5C6KSG3,A0A5C6KSG3_9BACT beta-glucosidase OS=Parabacteroides distasonis OX=823 GN=FSA05_02795 PE=4 SV=1,776,train
positive,A0A1E3AY46,A0A1E3AY46_9FIRM Thermostable beta-glucosidase B OS=Eisenbergiella tayi OX=1432052 GN=bglB_2 PE=3 SV=1,756,train
positive,A0A446B8N2,A0A446B8N2_9PEZI Probable beta-glucosidase btgE OS=Thermothielavioides terrestris OX=2587410 GN=TT172_LOCUS1303 PE=4 SV=1,530,train
positive,A0A381CC54,A0A381CC54_9ENTR Thermostable beta-glucosidase B OS=Buttiauxella agrestis OX=82977 GN=bglB PE=3 SV=1,782,train
positive,Q8GEB3,Q8GEB3_THETH Beta-glucosidase OS=Thermus thermophilus OX=274 PE=1 SV=1,431,train
positive,A0A662G073,A0A662G073_9CREN beta-glucosidase (Fragment) OS=Thermoprotei archaeon OX=2250277 GN=DRN53_03380 PE=3 SV=1,486,train
positive,A0A1C6KCF0,A0A1C6KCF0_9FIRM Thermostable beta-glucosidase B OS=uncultured Blautia sp OX=765821 GN=bglB_6 PE=3 SV=1,630,train
negative,A0A7W6MXU0,A0A7W6MXU0_9BACT beta-glucosidase OS=Butyricimonas faecihominis OX=1472416 GN=GGR14_001111 PE=3 SV=1,797,train
positive,A0A7J2H7A1,A0A7J2H7A1_9CREN beta-glucosidase (Fragment) OS=Thermofilaceae archaeon OX=2268203 GN=ENG30_02230 PE=3 SV=1,603,train
positive,D0MHL5,D0MHL5_RHOM4 beta-glucosidase OS=Rhodothermus marinus (strain ATCC 43812 / DSM 4252 / R-10) OX=518766 GN=Rmar_1081 PE=3 SV=1,784,train
positive,Q746L1,Q746L1_THET2 Beta-glucosidase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=TT_P0042 PE=3 SV=1,431,train
negative,A0A2U1IPR1,A0A2U1IPR1_9PSED beta-glucosidase OS=Pseudomonas sp. B1(2018) OX=2233856 GN=C9422_07470 PE=4 SV=1,763,train
negative,A0A2S9CZG9,A0A2S9CZG9_CHRCI beta-glucosidase OS=Chryseobacterium culicis OX=680127 GN=CQ022_06600 PE=3 SV=1,775,train
negative,B0NSX8,B0NSX8_BACSE beta-glucosidase OS=Bacteroides stercoris ATCC 43183 OX=449673 GN=BACSTE_02593 PE=3 SV=1,777,train
negative,A0A319E3E7,A0A319E3E7_ASPSB Probable beta-glucosidase G OS=Aspergillus sclerotiicarbonarius (strain CBS 121057 / IBT 28362) OX=1448318 GN=BO78DRAFT_449228 PE=3 SV=1,775,train
negative,A0A0U3PGM9,A0A0U3PGM9_9MICC beta-glucosidase OS=Pseudarthrobacter sulfonivorans OX=121292 GN=AU252_10135 PE=4 SV=1,630,train
positive,A0A840PQ46,A0A840PQ46_9ACTN beta-glucosidase OS=Thermocatellispora tengchongensis OX=1073253 GN=HNP84_009970 PE=4 SV=1,778,train
negative,A0A2W7ANK1,A0A2W7ANK1_9HYPH beta-glucosidase OS=Chelatococcus sp OX=1953771 GN=DI527_01410 PE=3 SV=1,799,train
negative,A0A3B9ZRF3,A0A3B9ZRF3_9BACT beta-glucosidase (Fragment) OS=Prolixibacteraceae bacterium OX=2053594 GN=DCL77_06645 PE=3 SV=1,707,train
positive,A0A5S9PJQ3,A0A5S9PJQ3_MYCVN Thermostable beta-glucosidase B OS=Mycolicibacterium vanbaalenii OX=110539 GN=bglB PE=3 SV=1,765,train
negative,A0A373GL33,A0A373GL33_9BACE beta-glucosidase OS=Bacteroides sp. AM56-10ce OX=2302926 GN=bglX PE=3 SV=1,769,train
positive,A0A564TW83,A0A564TW83_9FIRM Thermostable beta-glucosidase B OS=[Ruminococcus] torques OX=33039 GN=bglB_7 PE=3 SV=1,751,train
positive,A0A1M6H4N6,A0A1M6H4N6_9FIRM Beta-glucosidase OS=Thermoclostridium caenicola OX=659425 GN=SAMN05444373_102924 PE=3 SV=1,449,train
negative,A0A1H5XMV9,A0A1H5XMV9_9ACTN Beta-glucosidase OS=Actinacidiphila yanglinensis OX=310779 GN=SAMN05216223_103317 PE=3 SV=1,451,train
negative,A0A4S9N6V6,A0A4S9N6V6_AURPU beta-glucosidase OS=Aureobasidium pullulans OX=5580 GN=D6C97_06464 PE=3 SV=1,765,train
negative,F0YZW8,F0YZW8_9CLOT beta-glucosidase OS=Clostridium sp. D5 OX=556261 GN=HMPREF0240_02397 PE=4 SV=1,766,train
positive,A0A7V2B032,A0A7V2B032_RHOMR beta-glucosidase OS=Rhodothermus marinus OX=29549 GN=bglX PE=3 SV=1,760,train
positive,A0A1V6HPX5,A0A1V6HPX5_9BACT Thermostable beta-glucosidase B OS=Bacteroidetes bacterium ADurb.Bin037 OX=1852800 GN=bglB PE=3 SV=1,751,train
negative,A0A845FEP2,A0A845FEP2_9BACI Beta-glucosidase OS=Halobacillus litoralis OX=45668 GN=GLW00_15910 PE=3 SV=1,448,train
positive,A0A3D3UZL2,A0A3D3UZL2_9THEM Beta-galactosidase OS=Pseudothermotoga sp OX=2033661 GN=DIT29_02135 PE=3 SV=1,493,train
positive,A0A143QAX3,A0A143QAX3_9NOCA Thermostable beta-glucosidase B OS=Rhodococcus sp. PBTS 1 OX=1653478 GN=bglB PE=3 SV=1,710,train
negative,A0A1H7CBR7,A0A1H7CBR7_9DEIO Beta-glucosidase OS=Deinococcus reticulitermitis OX=856736 GN=SAMN04488058_12613 PE=3 SV=1,458,train
negative,A0A5W2AC39,A0A5W2AC39_SALET beta-glucosidase OS=Salmonella enterica subsp. enterica serovar Pretoria OX=2564937 GN=DPD33_16280 PE=3 SV=1,765,train
positive,A0A564S9T8,A0A564S9T8_9FIRM Thermostable beta-glucosidase B OS=[Ruminococcus] torques OX=33039 GN=bglB_1 PE=3 SV=1,448,train
negative,D0VYR6,D0VYR6_9NEOP Beta-glucosidase OS=Nasutitermes takasagoensis OX=62960 GN=sgNtBG2 PE=2 SV=1,489,train
negative,A0A1H4Y0P4,A0A1H4Y0P4_STRMJ beta-glucosidase OS=Streptomyces melanosporofaciens OX=67327 GN=SAMN04490356_6950 PE=3 SV=1,761,train
negative,A0A7W3ITJ4,A0A7W3ITJ4_9ACTN Beta-glucosidase OS=Microlunatus kandeliicorticis OX=1759536 GN=FHX74_002615 PE=3 SV=1,477,train
positive,A0A1V0DJ43,A0A1V0DJ43_9BACT beta-glucosidase OS=Rhodothermaceae bacterium RA OX=1779382 GN=AWN76_006445 PE=3 SV=1,757,train
negative,A0A259JTC3,A0A259JTC3_9HYPH beta-glucosidase (Fragment) OS=Azorhizobium sp. 39-67-5 OX=1970322 GN=B7X76_04125 PE=4 SV=1,206,train
negative,A0A0R1KZJ5,A0A0R1KZJ5_9LACO beta-glucosidase OS=Companilactobacillus bobalius DSM 19674 OX=1423788 GN=FC78_GL000879 PE=4 SV=1,762,train
negative,A0A3P6C0Y0,A0A3P6C0Y0_BRACM Beta-glucosidase OS=Brassica campestris OX=3711 GN=BRAA04T16701Z PE=3 SV=1,490,train
negative,A0A0P1AT00,A0A0P1AT00_PLAHL beta-glucosidase OS=Plasmopara halstedii OX=4781 PE=4 SV=1,762,train
negative,A0A7L7KPF0,A0A7L7KPF0_9BACT beta-glucosidase OS=Candidatus Xianfuyuplasma coldseepsis OX=2782163 GN=G4Z02_01260 PE=4 SV=1,648,train
positive,A0A147KMZ8,A0A147KMZ8_THECS Beta-glucosidase OS=Thermobifida cellulosilytica TB100 OX=665004 GN=AC529_00400 PE=3 SV=1,463,train
negative,A0A1G7V803,A0A1G7V803_9BURK Beta-glucosidase OS=Duganella sp. OV458 OX=1855290 GN=SAMN05216320_105194 PE=3 SV=1,452,train
negative,D1BX60,D1BX60_XYLCX Beta-galactosidase OS=Xylanimonas cellulosilytica (strain DSM 15894 / JCM 12276 / CECT 5975 / KCTC 9989 / LMG 20990 / NBRC 107835 / XIL07) OX=446471 GN=Xcel_2614 PE=3 SV=1,517,train
negative,S0F4X1,S0F4X1_9BACT beta-glucosidase OS=Phocaeicola coprophilus DSM 18228 = JCM 13818 OX=547042 GN=BACCOPRO_00766 PE=4 SV=1,781,train
negative,A0A0Q7AXU6,A0A0Q7AXU6_9BURK Beta-glucosidase OS=Pelomonas sp. Root405 OX=1736529 GN=ASC81_20015 PE=3 SV=1,449,train
positive,A0A840PEP9,A0A840PEP9_9ACTN Beta-glucosidase OS=Thermocatellispora tengchongensis OX=1073253 GN=HNP84_005371 PE=3 SV=1,781,train
negative,A0A2N2JPR0,A0A2N2JPR0_9DELT beta-glucosidase OS=Deltaproteobacteria bacterium HGW-Deltaproteobacteria-14 OX=2013741 GN=CVU56_01605 PE=4 SV=1,779,train
negative,A0A1B7IWC1,A0A1B7IWC1_9ENTR beta-glucosidase OS=Buttiauxella brennerae ATCC 51605 OX=1354251 GN=M975_0718 PE=3 SV=1,767,train
negative,A0A177HWP9,A0A177HWP9_9ACTN beta-glucosidase OS=Streptomyces jeddahensis OX=1716141 GN=bglX_1 PE=4 SV=1,791,train
positive,A0A644Y3X4,A0A644Y3X4_9ZZZZ Thermostable beta-glucosidase B OS=bioreactor metagenome OX=1076179 GN=bglB_6 PE=3 SV=1,592,train
positive,Q8GEB1,Q8GEB1_9DEIN Beta-glucosidase OS=Thermus sp. IB-21 OX=206164 PE=3 SV=1,436,train
negative,A0A453D1M9,A0A453D1M9_AEGTS beta-glucosidase OS=Aegilops tauschii subsp. strangulata OX=200361 PE=3 SV=1,544,train
negative,M7ST61,M7ST61_EUTLA beta-glucosidase OS=Eutypa lata (strain UCR-EL1) OX=1287681 GN=UCREL1_5331 PE=3 SV=1,208,train
positive,K0K125,K0K125_SACES Thermostable beta-glucosidase B OS=Saccharothrix espanaensis (strain ATCC 51144 / DSM 44229 / JCM 9112 / NBRC 15066 / NRRL 15764) OX=1179773 GN=bglB PE=3 SV=1,724,train
negative,A0A1H9T1J9,A0A1H9T1J9_9SPHN beta-glucosidase OS=Sphingobium sp. YR768 OX=1884365 GN=SAMN05518866_12442 PE=4 SV=1,789,train
positive,A0A447KMB1,A0A447KMB1_SEROD Thermostable beta-glucosidase B OS=Serratia odorifera OX=618 GN=bglB_3 PE=3 SV=1,224,train
negative,A0A423G363,A0A423G363_9PSED beta-glucosidase OS=Pseudomonas brassicacearum OX=930166 GN=BK652_20260 PE=4 SV=1,763,train
positive,A0A543IYZ6,A0A543IYZ6_9ACTN Beta-glucosidase OS=Thermopolyspora flexuosa OX=103836 GN=FHX40_2520 PE=3 SV=1,445,train
negative,A0A536NX85,A0A536NX85_UNCCH Glycoside hydrolase family 1 protein OS=Chloroflexota bacterium OX=2026724 GN=E6H97_00580 PE=3 SV=1,410,train
positive,A0A117L2T0,A0A117L2T0_9THEM Beta-glucosidase OS=Thermotoga petrophila OX=93929 GN=XD57_0932 PE=3 SV=1,446,train
negative,A0A7J3TWF3,A0A7J3TWF3_9ARCH beta-glucosidase OS=Candidatus Bathyarchaeota archaeon OX=2026714 GN=ENL72_02420 PE=3 SV=1,759,train
positive,A0A1C6DL13,A0A1C6DL13_9FIRM Thermostable beta-glucosidase B OS=uncultured Flavonifractor sp OX=1193534 GN=bglB_7 PE=3 SV=1,251,train
negative,A0A7Y0DR07,A0A7Y0DR07_9GAMM Beta-glucosidase OS=Pseudoalteromonas arctica OX=394751 GN=HHO47_03915 PE=3 SV=1,444,train
negative,A0A737F874,A0A737F874_SALGL beta-glucosidase OS=Salmonella gallinarum OX=594 GN=bglX PE=3 SV=1,765,train
negative,A0A536HIS2,A0A536HIS2_UNCCH Beta-glucosidase OS=Chloroflexota bacterium OX=2026724 GN=E6I32_00405 PE=3 SV=1,495,train
negative,A0A1S1BTX1,A0A1S1BTX1_9LACT beta-glucosidase OS=Aerococcus sp. HMSC035B07 OX=1715184 GN=HMPREF2705_00610 PE=4 SV=1,688,train
negative,A0A853ETI8,A0A853ETI8_9MICO Beta-glucosidase OS=Sanguibacter inulinus OX=60922 GN=HZZ10_10210 PE=3 SV=1,495,train
positive,A0LR48,A0LR48_ACIC1 Beta-glucosidase OS=Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B) OX=351607 GN=Acel_0133 PE=3 SV=1,478,train
positive,A0A840PEG1,A0A840PEG1_9ACTN Beta-glucosidase OS=Thermocatellispora tengchongensis OX=1073253 GN=HNP84_009578 PE=3 SV=1,391,train
negative,A0A2T1NBZ9,A0A2T1NBZ9_9FLAO beta-glucosidase OS=Aurantibacter aestuarii OX=1266046 GN=C7H52_01440 PE=3 SV=1,762,train
negative,A0A0L1LVR2,A0A0L1LVR2_9MICC beta-glucosidase OS=Arthrobacter sp. ZBG10 OX=1676590 GN=ACU18_04345 PE=4 SV=1,619,train
positive,D1CHM2,D1CHM2_THET1 beta-glucosidase OS=Thermobaculum terrenum (strain ATCC BAA-798 / CCMEE 7001 / YNP1) OX=525904 GN=Tter_2344 PE=4 SV=1,608,train
negative,A0A7W7MSG8,A0A7W7MSG8_9ACTN beta-glucosidase OS=Actinoplanes digitatis OX=1868 GN=BJ971_005293 PE=3 SV=1,757,train
positive,A0A3M1E628,A0A3M1E628_9CHLR Beta-glucosidase OS=Thermoflexia bacterium OX=2420334 GN=D6793_00165 PE=3 SV=1,454,train
positive,Q9JRQ1,Q9JRQ1_THEET beta-glucosidase OS=Thermoanaerobacter ethanolicus OX=1757 GN=xarB PE=3 SV=1,784,train
negative,A0A3E3J5Q8,A0A3E3J5Q8_9FIRM beta-glucosidase OS=Eisenbergiella massiliensis OX=1720294 GN=bglX PE=3 SV=1,736,train
negative,A0A7X9WUN7,A0A7X9WUN7_9SPHN beta-glucosidase OS=Sphingobium psychrophilum OX=2728834 GN=HHL08_06765 PE=4 SV=1,789,train
negative,A0A7V8DRQ7,A0A7V8DRQ7_9PROT beta-glucosidase OS=Hyphomonadaceae bacterium OX=2026748 GN=FD163_50 PE=4 SV=1,666,train
positive,A0A174CUM9,A0A174CUM9_9FIRM Thermostable beta-glucosidase B OS=Fusicatenibacter saccharivorans OX=1150298 GN=bglB_4 PE=3 SV=1,771,train
negative,A0A3Q8TZ50,A0A3Q8TZ50_9PSED beta-glucosidase OS=Pseudomonas entomophila OX=312306 GN=bglX PE=3 SV=1,763,train
negative,A0A1M6LN55,A0A1M6LN55_9FLAO Beta-glucosidase OS=Maribacter aquivivus OX=228958 GN=SAMN04488007_1226 PE=3 SV=1,453,train
negative,A0A2I0VDI1,A0A2I0VDI1_9ASPA beta-glucosidase OS=Dendrobium catenatum OX=906689 GN=Xyl2 PE=4 SV=1,629,train
negative,A0A7V4DGK8,A0A7V4DGK8_9BACT Beta-glucosidase OS=Candidatus Caldatribacterium californiense OX=1454726 GN=ENU96_06325 PE=3 SV=1,448,train
negative,J5K2T1,J5K2T1_BEAB2 beta-glucosidase OS=Beauveria bassiana (strain ARSEF 2860) OX=655819 GN=BBA_02403 PE=3 SV=1,784,train
positive,A0A2T2WU58,A0A2T2WU58_SULTH Beta-glucosidase OS=Sulfobacillus thermosulfidooxidans OX=28034 GN=C7B47_11130 PE=3 SV=1,448,train
negative,A0A1S4CQM1,A0A1S4CQM1_TOBAC beta-glucosidase OS=Nicotiana tabacum OX=4097 GN=LOC107821430 PE=4 SV=1,384,train
positive,A0A1H1GNF5,A0A1H1GNF5_9ACTN Beta-glucosidase OS=Thermostaphylospora chromogena OX=35622 GN=SAMN04489764_3690 PE=3 SV=1,476,train
negative,A0A1G9Q0M9,A0A1G9Q0M9_9FLAO Beta-glucosidase OS=Kriegella aquimaris OX=192904 GN=SAMN04488514_104246 PE=3 SV=1,456,train
negative,A0A7S3SW86,A0A7S3SW86_EMIHU beta-glucosidase OS=Emiliania huxleyi OX=2903 GN=EHUX00137_LOCUS27876 PE=4 SV=1,481,train
positive,A0A165NAZ2,A0A165NAZ2_9HYPH Thermostable beta-glucosidase B OS=Pseudovibrio sp. W74 OX=1735584 GN=bglB PE=3 SV=1,758,train
negative,A0A653X8H3,A0A653X8H3_9ACTN Periplasmic beta-glucosidase OS=Aeromicrobium sp. 9AM OX=2653126 GN=bglX PE=3 SV=1,771,train
negative,F8MD12,F8MD12_NEUT8 beta-glucosidase OS=Neurospora tetrasperma (strain FGSC 2508 / ATCC MYA-4615 / P0657) OX=510951 GN=NEUTE1DRAFT_119714 PE=3 SV=1,704,train
positive,B9K759,B9K759_THENN beta-glucosidase OS=Thermotoga neapolitana (strain ATCC 49049 / DSM 4359 / NBRC 107923 / NS-E) OX=309803 GN=CTN_0616 PE=3 SV=1,778,train
negative,A0A4Q2JJ48,A0A4Q2JJ48_9MICO beta-glucosidase (Fragment) OS=Agromyces binzhouensis OX=1817495 GN=ESO86_08250 PE=4 SV=1,397,train
positive,A0A4U8QCI4,A0A4U8QCI4_9FIRM Thermostable beta-glucosidase B OS=Robinsoniella peoriensis OX=180332 GN=bglB_1 PE=3 SV=1,755,train
negative,A0A4S3J697,A0A4S3J697_9EURO Probable beta-glucosidase L OS=Aspergillus tanneri OX=1220188 GN=ATNIH1004_009331 PE=3 SV=1,736,train
positive,A0A7C6PZL9,A0A7C6PZL9_THESZ beta-glucosidase OS=Thermoanaerobacterium sp OX=40549 GN=GXX41_12585 PE=3 SV=1,446,train
positive,A0A1V0DDN9,A0A1V0DDN9_9BACT beta-glucosidase OS=Rhodothermaceae bacterium RA OX=1779382 GN=AWN76_008215 PE=3 SV=1,775,train
positive,A0A2A5XN66,A0A2A5XN66_9BACT beta-glucosidase OS=Rhodothermaeota bacterium MED-G16 OX=1986238 GN=CND58_02975 PE=4 SV=1,761,train
negative,A0A4Y9PV20,A0A4Y9PV20_9MICO beta-glucosidase OS=Microbacterium sp. dk485 OX=2560021 GN=E4V99_04340 PE=3 SV=1,794,train
positive,A0A101I5U2,A0A101I5U2_9BACT Beta-glucosidase OS=Thermotogales bacterium 46_20 OX=1635293 GN=XE05_2029 PE=3 SV=1,444,train
positive,B9K7M5,BGLA_THENN 1-4-beta-D-glucan glucohydrolase OS=Thermotoga neapolitana (strain ATCC 49049 / DSM 4359 / NBRC 107923 / NS-E) OX=309803 GN=gghA PE=1 SV=2,444,train
negative,A0A1C5TC93,A0A1C5TC93_9FIRM beta-glucosidase OS=uncultured Faecalibacterium sp OX=259315 GN=bglX_2 PE=4 SV=1,784,train
positive,B7IGM4,B7IGM4_THEAB Beta-galactosidase OS=Thermosipho africanus (strain TCF52B) OX=484019 GN=THA_775 PE=3 SV=1,465,train
positive,A0A7U9SR33,A0A7U9SR33_9FIRM Thermostable beta-glucosidase B OS=Lachnospiraceae bacterium OX=1898203 GN=bglB_3 PE=3 SV=1,758,train
positive,A0A0B5KK32,A0A0B5KK32_9THEM beta-glucosidase OS=Thermotoga sp. RQ7 OX=126738 GN=TRQ7_04590 PE=3 SV=1,778,train
positive,A0A2S3W1K4,A0A2S3W1K4_9PROT Thermostable beta-glucosidase B OS=Novacetimonas maltaceti OX=1203393 GN=bglB PE=3 SV=1,738,train
positive,A0A5P9PXR7,A0A5P9PXR7_9PSEU Thermostable beta-glucosidase B OS=Amycolatopsis sp. YIM 10 OX=2653857 GN=bglB5 PE=3 SV=1,749,test
positive,A0A6N3FRU3,A0A6N3FRU3_9FIRM Thermostable beta-glucosidase B OS=[Ruminococcus] torques OX=33039 GN=bglB_3 PE=3 SV=1,764,test
positive,A0A1V6CSF6,A0A1V6CSF6_9BACT Thermostable beta-glucosidase B OS=Bacteroidetes bacterium ADurb.Bin123 OX=1852804 GN=bglB_1 PE=4 SV=1,718,test
positive,A0A0M2H1T9,A0A0M2H1T9_9MICO Thermostable beta-glucosidase B OS=Microbacterium terrae OX=69369 GN=bglB_4 PE=3 SV=1,746,test
negative,A0A1L7WSE0,A0A1L7WSE0_9HELO beta-glucosidase OS=Phialocephala subalpina OX=576137 GN=PAC_05582 PE=3 SV=1,652,test
negative,A0A4R2M127,A0A4R2M127_9BACE beta-glucosidase OS=Bacteroides heparinolyticus OX=28113 GN=EV202_1402 PE=3 SV=1,749,test
positive,A0A1M4SEV8,A0A1M4SEV8_9THEO beta-glucosidase OS=Thermoanaerobacter uzonensis DSM 18761 OX=1123369 GN=SAMN02745195_00120 PE=3 SV=1,784,test
positive,A0A840P8I5,A0A840P8I5_9ACTN Beta-glucosidase OS=Thermocatellispora tengchongensis OX=1073253 GN=HNP84_004660 PE=3 SV=1,477,test
positive,A0A3S5D6W7,A0A3S5D6W7_SEROD Thermostable beta-glucosidase B OS=Serratia odorifera OX=618 GN=bglB_1 PE=3 SV=1,225,test
negative,A0A3D8RPI4,A0A3D8RPI4_9HELO beta-glucosidase OS=Coleophoma crateriformis OX=565419 GN=BP5796_06689 PE=3 SV=1,783,test
negative,A0A074RHH0,A0A074RHH0_9AGAM Probable beta-glucosidase G (Fragment) OS=Rhizoctonia solani 123E OX=1423351 GN=V565_212390 PE=3 SV=1,569,test
positive,G2R2H5,G2R2H5_THETT Probable beta-glucosidase btgE OS=Thermothielavioides terrestris (strain ATCC 38088 / NRRL 8126) OX=578455 GN=THITE_2113377 PE=4 SV=1,483,test
negative,A0A3D4X2A6,A0A3D4X2A6_9ACTN Beta-glucosidase OS=Micromonosporaceae bacterium OX=1873464 GN=DGT23_33175 PE=3 SV=1,452,test
negative,M3D3N7,M3D3N7_9ACTN Beta-glucosidase OS=Streptomyces gancidicus BKS 13-15 OX=1284664 GN=H114_01058 PE=3 SV=1,471,test
negative,A0A4S2TXR9,A0A4S2TXR9_9ACTN Beta-glucosidase OS=Streptomyces sp. A0958 OX=2563101 GN=E6P78_22160 PE=3 SV=1,459,test
positive,A0A395LXS4,A0A395LXS4_9BACT beta-glucosidase OS=Candidatus Thermochlorobacter aerophilum OX=1868324 GN=D0433_11230 PE=3 SV=1,598,test
negative,A0A6A4LL00,A0A6A4LL00_9ERIC beta-glucosidase (Fragment) OS=Rhododendron williamsianum OX=262921 GN=C3L33_12076 PE=4 SV=1,762,test
negative,A0A1T4RCN0,A0A1T4RCN0_9BACT beta-glucosidase OS=Sediminibacterium ginsengisoli OX=413434 GN=SAMN04488132_111119 PE=3 SV=1,746,test
negative,I8W087,I8W087_9BACE beta-glucosidase OS=Bacteroides cellulosilyticus CL02T12C19 OX=997874 GN=HMPREF1062_02263 PE=3 SV=1,773,test
negative,A0A3Q9NRN4,A0A3Q9NRN4_9MICO Beta-glucosidase OS=Brevibacterium aurantiacum OX=273384 GN=CXR23_09960 PE=3 SV=1,454,test
positive,A0A449GDU7,A0A449GDU7_NOCFR Thermostable beta-glucosidase B OS=Nocardia farcinica OX=37329 GN=bglB PE=3 SV=1,744,test
negative,A0A6L7MVH2,A0A6L7MVH2_9GAMM beta-glucosidase OS=Gammaproteobacteria bacterium OX=1913989 GN=F4Y86_14565 PE=4 SV=1,645,test
negative,I0H4B9,I0H4B9_ACTM4 Putative glycosyl hydrolase OS=Actinoplanes missouriensis (strain ATCC 14538 / DSM 43046 / CBS 188.64 / JCM 3121 / NBRC 102363 / NCIMB 12654 / NRRL B-3342 / UNCC 431) OX=512565 GN=AMIS_26360 PE=3 SV=1,388,test
positive,A0A2K2F9N4,A0A2K2F9N4_9CLOT beta-glucosidase OS=Clostridium thermosuccinogenes OX=84032 GN=CDQ84_15145 PE=4 SV=1,716,test
negative,A0A1H7UW29,A0A1H7UW29_9BURK Beta-glucosidase OS=Duganella sp. CF402 OX=1855289 GN=SAMN05216319_3344 PE=3 SV=1,447,test
positive,D1C7U8,D1C7U8_SPHTD Beta-glucosidase OS=Sphaerobacter thermophilus (strain ATCC 49802 / DSM 20745 / KCCM 41009 / NCIMB 13125 / S 6022) OX=479434 GN=Sthe_0493 PE=3 SV=1,464,test
negative,A0A2K9AYE8,A0A2K9AYE8_9BACT beta-glucosidase OS=Tenericutes bacterium MZ-XQ OX=1911683 GN=BK011_09360 PE=4 SV=1,714,test
positive,A0A0F0KMJ7,A0A0F0KMJ7_9MICO Thermostable beta-glucosidase B OS=Microbacterium oxydans OX=82380 GN=bglB_2 PE=3 SV=1,761,test
positive,A0A6N2XMG6,A0A6N2XMG6_9FIRM Thermostable beta-glucosidase B OS=Enterocloster bolteae OX=208479 GN=bglB PE=3 SV=1,312,test
positive,A0A3E0QWF7,A0A3E0QWF7_9BACL Beta-glucosidase OS=Thermobacillus sp OX=2108467 GN=C6W55_08400 PE=3 SV=1,449,test
positive,G2QMT7,G2QMT7_THET4 beta-glucosidase OS=Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) OX=573729 GN=MYCTH_58882 PE=3 SV=1,777,test
positive,Q8GHE5,Q8GHE5_THECA Beta-glucosidase OS=Thermus caldophilus OX=272 PE=3 SV=1,431,test
positive,K2Q9W6,K2Q9W6_THEA7 Beta-galactosidase OS=Thermosipho africanus (strain H17ap60334) OX=1161912 GN=H17ap60334_00115 PE=3 SV=1,465,test
positive,A0A0F0L6J8,A0A0F0L6J8_9MICO Thermostable beta-glucosidase B OS=Microbacterium oxydans OX=82380 GN=bglB_4 PE=3 SV=1,735,test
